assay,seed,task_id,start_node,start_fitness,best_reachable_fitness,valley_required,minimum_required_drop,minimum_required_drop_na_reason,valley_width,valley_width_na_reason,shortest_oracle_path_length,greedy_terminal_fitness,lookahead_terminal_fitness,oracle_terminal_fitness,greedy_regret,lookahead_regret,normalized_greedy_regret,normalized_lookahead_regret,normalized_regret_na_reason,planning_gain,component_size,start_degree
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t038,11003,0.79489308844811,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t039,11515,-1.00691499514479,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t040,11704,-1.9542691855131,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t041,12388,-1.51085055918859,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t042,12601,-0.956118398330061,2.536781801347895,True,1.6628400264008891,,1,,3,2.177050747191775,2.536781801347895,2.536781801347895,0.35973105415612006,0.0,0.10298921629346498,0.0,,0.35973105415612006,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t043,13710,-4.90759988623886,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t044,13797,-3.08593666684309,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t045,14231,-1.30915355504263,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t046,14453,-1.10434958673631,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t047,14532,0.1653272172991,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t048,14637,-1.39270004142266,2.536781801347895,False,0.0,,,not_valley_required,3,2.177050747191775,2.536781801347895,2.536781801347895,0.35973105415612006,0.0,0.09154668950002957,0.0,,0.35973105415612006,14268,2
A4_HUMAN_Seuma_2022,2,A4_HUMAN_Seuma_2022:s2:t049,14684,-0.816611128973641,2.536781801347895,False,0.0,,,not_valley_required,3,2.536781801347895,2.536781801347895,2.536781801347895,0.0,0.0,0.0,0.0,,0.0,14268,2
A4_HUMAN_Seuma_2022,3,A4_HUMAN_Seuma_2022:s3:t000,670,-0.10589839385563105,3.33024926198835,False,0.0,,,not_valley_required,3,3.33024926198835,3.33024926198835,3.33024926198835,0.0,0.0,0.0,0.0,,0.0,14268,150
