scope,requested_budget,stratum,metric,delta_definition,favorable_direction,paired_seed_records,unique_task_clusters,mean_delta,median_delta,cluster_mean_delta,bootstrap_ci_low,bootstrap_ci_high,lookahead_wins,ties,lookahead_losses
F7YBW8_MESOW_Aakre_2015,10,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,42,14,0.0011143723350192831,0.0,0.0011143723350192844,-0.027418572090571105,0.04059091658254308,9,30,3
F7YBW8_MESOW_Aakre_2015,10,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.05875180889632834,0.0,0.05875180889632833,0.005024008928312715,0.14258966711848856,18,21,3
F7YBW8_MESOW_Aakre_2015,10,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.0,0.0,0.0,0.0,0.0,0,42,0
F7YBW8_MESOW_Aakre_2015,10,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,0.0329705489081525,0.0,0.0329705489081525,0.0,0.09361066144192748,0,54,6
F7YBW8_MESOW_Aakre_2015,10,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.001648527445407623,0.0,-0.001648527445407623,-0.004680533072096369,0.0,0,54,6
F7YBW8_MESOW_Aakre_2015,20,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,102,34,-0.014656289442221379,0.0,-0.014656289442221374,-0.0612055786385863,0.02844293591105832,21,60,21
F7YBW8_MESOW_Aakre_2015,20,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,102,34,-0.009263839646128794,0.0,-0.009263839646128796,-0.03975746180108685,0.02107146018269196,27,51,24
F7YBW8_MESOW_Aakre_2015,20,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.0,0.0,0.0,0.0,0.0,0,42,0
F7YBW8_MESOW_Aakre_2015,20,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,42,14,-0.007141826083852213,0.0,-0.007141826083852209,-0.0755876430826414,0.050863918015556724,9,24,9
F7YBW8_MESOW_Aakre_2015,20,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.009952724755277389,0.0,0.009952724755277389,-0.045113040414528106,0.0732593861312246,15,18,9
F7YBW8_MESOW_Aakre_2015,20,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.0,0.0,0.0,0.0,0.0,0,42,0
F7YBW8_MESOW_Aakre_2015,20,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,-0.019916413793079794,0.0,-0.01991641379307979,-0.0863926922884228,0.03799037274648823,12,36,12
F7YBW8_MESOW_Aakre_2015,20,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.022715434727113126,0.0,-0.022715434727113123,-0.055984648535541484,0.0007608713235186961,12,33,15
F7YBW8_MESOW_Aakre_2015,50,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,102,34,-0.04773693565979143,0.0,-0.04773693565979142,-0.1095023011977627,0.00046455877513820536,27,60,15
F7YBW8_MESOW_Aakre_2015,50,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,102,34,0.026372527735542488,0.00427960390402371,0.026372527735542484,0.0009135177674631856,0.05577668657221415,66,9,27
F7YBW8_MESOW_Aakre_2015,50,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.2857142857142857,0.0,0.2857142857142857,0.07142857142857142,0.5,12,30,0
F7YBW8_MESOW_Aakre_2015,50,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,42,14,-0.12319059454678366,-0.0011739999430382259,-0.12319059454678365,-0.2560738879221854,-0.018724727326604514,21,18,3
F7YBW8_MESOW_Aakre_2015,50,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.06566627588032284,0.04351427390375934,0.06566627588032281,0.01865436735329681,0.1247054720705552,30,3,9
F7YBW8_MESOW_Aakre_2015,50,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.2857142857142857,0.0,0.2857142857142857,0.07142857142857142,0.5,12,30,0
F7YBW8_MESOW_Aakre_2015,50,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,0.005080625561103145,0.0,0.005080625561103146,-0.016636161946060345,0.029285369236396647,6,42,12
F7YBW8_MESOW_Aakre_2015,50,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.001133095965803746,0.001993060640879507,-0.001133095965803746,-0.021463139058527782,0.018815224697535722,36,6,18
F7YBW8_MESOW_Aakre_2015,100,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,102,34,-0.07330092236637906,-0.02691211925266787,-0.07330092236637903,-0.144955338863711,-0.019228931164055208,63,12,27
F7YBW8_MESOW_Aakre_2015,100,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,102,34,0.059026774187908825,0.025819571564116517,0.0590267741879088,0.026371178600441605,0.09781550757363953,78,0,24
F7YBW8_MESOW_Aakre_2015,100,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.21428571428571427,0.0,0.21428571428571427,-0.07142857142857142,0.5,12,27,3
F7YBW8_MESOW_Aakre_2015,100,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,42,14,-0.14339893613736773,-0.013228321634401408,-0.14339893613736773,-0.30426053171803824,-0.018952763273123122,24,6,12
F7YBW8_MESOW_Aakre_2015,100,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.1169317176927292,0.05356448740928399,0.11693171769272921,0.050734670303917546,0.19474689448080745,39,0,3
F7YBW8_MESOW_Aakre_2015,100,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,42,14,0.21428571428571427,0.0,0.21428571428571427,-0.07142857142857142,0.5,12,27,3
F7YBW8_MESOW_Aakre_2015,100,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,-0.024232312726686953,-0.028174232250304944,-0.02423231272668696,-0.04322114806886938,-0.005277396581045036,39,6,15
F7YBW8_MESOW_Aakre_2015,100,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.018493313734534524,0.01768789734891152,0.018493313734534528,-0.0010307096905262777,0.03932673976511881,39,0,21
GCN4_YEAST_Staller_2018,10,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,111,37,-0.07762712132562789,0.0,-0.07762712132562792,-0.1765142435616172,-0.0006441774697901191,27,69,15
GCN4_YEAST_Staller_2018,10,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,111,37,0.06769478039269516,0.0,0.06769478039269514,0.01779438276756047,0.12812464663221018,45,51,15
GCN4_YEAST_Staller_2018,10,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.05,0.0,0.05,-0.1,0.2,6,51,3
GCN4_YEAST_Staller_2018,10,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,-0.05376956335635915,0.0,-0.05376956335635913,-0.16432739049815961,0.013760867849569154,18,33,9
GCN4_YEAST_Staller_2018,10,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.05766869548105865,0.0,0.05766869548105865,0.002371121452698481,0.12699580704707655,27,24,9
GCN4_YEAST_Staller_2018,10,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.05,0.0,0.05,-0.1,0.25,6,51,3
GCN4_YEAST_Staller_2018,10,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,51,17,-0.10569483658359115,0.0,-0.10569483658359115,-0.27631565768060606,0.016360798142099824,9,36,6
GCN4_YEAST_Staller_2018,10,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,51,17,0.07949017440638517,0.0,0.07949017440638517,0.0008756218333935648,0.1912986384986767,18,27,6
GCN4_YEAST_Staller_2018,20,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,111,37,-0.06335416517292557,0.0,-0.06335416517292557,-0.1590142465132911,0.015729390708869494,18,75,18
GCN4_YEAST_Staller_2018,20,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,111,37,0.06314854341267284,0.0,0.06314854341267284,0.012019674726189613,0.12661829201559902,42,42,27
GCN4_YEAST_Staller_2018,20,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.1,0.0,-0.1,-0.3,0.1,3,48,9
GCN4_YEAST_Staller_2018,20,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,-0.02412539226314324,0.0,-0.02412539226314324,-0.14459019645366045,0.060578707189688455,9,36,15
GCN4_YEAST_Staller_2018,20,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.04425718351613369,0.0,0.04425718351613369,-0.009508891699021804,0.1230404329461212,24,18,18
GCN4_YEAST_Staller_2018,20,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.1,0.0,-0.1,-0.3,0.1,3,48,9
GCN4_YEAST_Staller_2018,20,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,51,17,-0.10950566271384593,0.0,-0.10950566271384596,-0.28006803808469544,0.009514984118917774,9,39,3
GCN4_YEAST_Staller_2018,20,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,51,17,0.08537367270271888,0.0,0.08537367270271888,0.0016809394641930174,0.19533263282889746,18,24,9
GCN4_YEAST_Staller_2018,50,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,111,37,-0.06335416517292557,0.0,-0.06335416517292557,-0.1608815623986711,0.014795195447296409,18,75,18
GCN4_YEAST_Staller_2018,50,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,111,37,0.06472858680526986,0.0,0.06472858680526986,0.011732036584564435,0.12857240135227785,45,42,24
GCN4_YEAST_Staller_2018,50,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.1,0.0,-0.1,-0.3,0.1,3,48,9
GCN4_YEAST_Staller_2018,50,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,-0.02412539226314324,0.0,-0.02412539226314324,-0.14512661628563828,0.05959019449221264,9,36,15
GCN4_YEAST_Staller_2018,50,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.04163565757746544,0.0,0.04163565757746546,-0.01400616590455955,0.11928614866774453,24,18,18
GCN4_YEAST_Staller_2018,50,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.1,0.0,-0.1,-0.3,0.1,3,48,9
GCN4_YEAST_Staller_2018,50,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,51,17,-0.10950566271384593,0.0,-0.10950566271384596,-0.2800510924257408,0.009514984118917774,9,39,3
GCN4_YEAST_Staller_2018,50,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,51,17,0.09189673883798093,0.0,0.09189673883798093,0.006193794363822144,0.2030978674246843,21,24,6
GCN4_YEAST_Staller_2018,100,ALL_TASKS,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,111,37,-0.06335416517292557,0.0,-0.06335416517292557,-0.1605903729779885,0.016887611054080563,18,75,18
GCN4_YEAST_Staller_2018,100,ALL_TASKS,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,111,37,0.06472858680526986,0.0,0.06472858680526986,0.011542582040884711,0.12831014495075052,45,42,24
GCN4_YEAST_Staller_2018,100,ALL_TASKS,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.1,0.0,-0.1,-0.3,0.1,3,48,9
GCN4_YEAST_Staller_2018,100,VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,60,20,-0.02412539226314324,0.0,-0.02412539226314324,-0.1462012791287455,0.06057275219589989,9,36,15
GCN4_YEAST_Staller_2018,100,VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,0.04163565757746544,0.0,0.04163565757746546,-0.014504607548801902,0.12224434351190333,24,18,18
GCN4_YEAST_Staller_2018,100,VALLEY_REQUIRED,strict_valley_success_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,60,20,-0.1,0.0,-0.1,-0.3,0.1,3,48,9
GCN4_YEAST_Staller_2018,100,NO_VALLEY_REQUIRED,normalized_regret_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,negative,51,17,-0.10950566271384593,0.0,-0.10950566271384596,-0.2818758538326323,0.009514984118917774,9,39,3
GCN4_YEAST_Staller_2018,100,NO_VALLEY_REQUIRED,normalized_best_gain_auc_delta,ADAPTIVE_LOOKAHEAD - ADAPTIVE_GREEDY,positive,51,17,0.09189673883798093,0.0,0.09189673883798093,0.007795164420860466,0.20107413600192764,21,24,6
